Timings;Voltage [V];Current Corrected [A] ;Power [W];Status;;;;;;
00:22:53;5;2,32E-01;1,16E+00;At Work (In the Office);;;;;;
00:22:54;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:22:55;5;2,01E-01;1,01E+00;At Work (In the Office);;;;;;
00:22:56;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:22:57;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:22:58;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:22:59;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:23:00;5;2,07E-01;1,04E+00;At Work (In the Office);;;;;;
00:23:01;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:23:02;5;1,99E-01;9,95E-01;At Work (In the Office);;;;;;
00:23:03;5;2,10E-01;1,05E+00;At Work (In the Office);;;;;;
00:23:04;5;1,96E-01;9,80E-01;At Work (In the Office);;;;;;
00:23:05;5;2,05E-01;1,03E+00;At Work (In the Office);;;;;;
00:23:06;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:23:07;5;2,01E-01;1,01E+00;At Work (In the Office);;;;;;
00:23:08;5;1,96E-01;9,80E-01;At Work (In the Office);;;;;;
00:23:09;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:23:10;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:23:11;5;2,06E-01;1,03E+00;At Work (In the Office);;;;;;
00:23:12;5;2,03E-01;1,02E+00;At Work (In the Office);;;;;;
00:23:13;5;2,07E-01;1,04E+00;At Work (In the Office);;;;;;
00:23:14;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:23:15;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:23:16;5;2,06E-01;1,03E+00;At Work (In the Office);;;;;;
00:23:17;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:23:18;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:23:19;5;1,99E-01;9,95E-01;At Work (In the Office);;;;;;
00:23:20;5;1,96E-01;9,80E-01;At Work (In the Office);;;;;;
00:23:21;5;2,05E-01;1,03E+00;At Work (In the Office);;;;;;
00:23:22;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:23:23;5;1,96E-01;9,80E-01;At Work (In the Office);;;;;;
00:23:24;5;2,10E-01;1,05E+00;At Work (In the Office);;;;;;
00:23:25;5;2,33E-01;1,17E+00;At Work (In the Office);;;;;;
00:23:26;5;2,08E-01;1,04E+00;At Work (In the Office);;;;;;
00:23:27;5;2,02E-01;1,01E+00;At Work (In the Office);;;;;;
00:23:28;5;1,99E-01;9,95E-01;At Work (In the Office);;;;;;
00:23:29;5;2,04E-01;1,02E+00;At Work (In the Office);;;;;;
00:23:30;5;2,02E-01;1,01E+00;At Work (In the Office);;;;;;
00:23:31;5;2,03E-01;1,02E+00;At Work (In the Office);;;;;;
00:23:32;5;2,02E-01;1,01E+00;At Work (In the Office);;;;;;
00:23:33;5;1,96E-01;9,80E-01;At Work (In the Office);;;;;;
00:23:34;5;2,07E-01;1,04E+00;At Work (In the Office);;;;;;
00:23:35;5;1,96E-01;9,80E-01;At Work (In the Office);;;;;;
00:23:36;5;2,00E-01;1,00E+00;At Work (In the Office);;;;;;
00:23:37;5;2,09E-01;1,05E+00;At Work (In the Office);;;;;;
00:23:38;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:23:39;5;2,09E-01;1,05E+00;At Work (In the Office);;;;;;
00:23:40;5;2,00E-01;1,00E+00;At Work (In the Office);;;;;;
00:23:41;5;2,01E-01;1,01E+00;At Work (In the Office);;;;;;
00:23:42;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:23:43;5;2,03E-01;1,02E+00;At Work (In the Office);;;;;;
00:23:44;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:23:45;5;2,02E-01;1,01E+00;At Work (In the Office);;;;;;
00:23:46;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:23:47;5;2,06E-01;1,03E+00;At Work (In the Office);;;;;;
00:23:48;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:23:49;5;1,96E-01;9,80E-01;At Work (In the Office);;;;;;
00:23:50;5;2,10E-01;1,05E+00;At Work (In the Office);;;;;;
00:23:51;5;1,99E-01;9,95E-01;At Work (In the Office);;;;;;
00:23:52;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:23:53;5;2,42E-01;1,21E+00;At Work (In the Office);;;;;;
00:23:54;5;2,28E-01;1,14E+00;At Work (In the Office);;;;;;
00:23:55;5;2,02E-01;1,01E+00;At Work (In the Office);;;;;;
00:23:56;5;1,99E-01;9,95E-01;At Work (In the Office);;;;;;
00:23:57;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:23:58;5;2,11E-01;1,06E+00;At Work (In the Office);;;;;;
00:23:59;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:24:00;5;2,28E-01;1,14E+00;At Work (In the Office);;;;;;
00:24:01;5;2,16E-01;1,08E+00;At Work (In the Office);;;;;;
00:24:02;5;2,22E-01;1,11E+00;At Work (In the Office);;;;;;
00:24:03;5;2,04E-01;1,02E+00;At Work (In the Office);;;;;;
00:24:04;5;1,94E-01;9,70E-01;At Work (In the Office);;;;;;
00:24:05;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:24:06;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:24:07;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:24:08;5;2,29E-01;1,15E+00;At Work (In the Office);;;;;;
00:24:09;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:24:10;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:24:11;5;2,07E-01;1,04E+00;At Work (In the Office);;;;;;
00:24:12;5;2,01E-01;1,01E+00;At Work (In the Office);;;;;;
00:24:13;5;2,06E-01;1,03E+00;At Work (In the Office);;;;;;
00:24:14;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:24:15;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:24:16;5;2,31E-01;1,16E+00;At Work (In the Office);;;;;;
00:24:17;5;2,03E-01;1,02E+00;At Work (In the Office);;;;;;
00:24:18;5;1,96E-01;9,80E-01;At Work (In the Office);;;;;;
00:24:19;5;2,09E-01;1,05E+00;At Work (In the Office);;;;;;
00:24:20;5;1,99E-01;9,95E-01;At Work (In the Office);;;;;;
00:24:21;5;2,07E-01;1,04E+00;At Work (In the Office);;;;;;
00:24:22;5;1,99E-01;9,95E-01;At Work (In the Office);;;;;;
00:24:23;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:24:24;5;2,33E-01;1,17E+00;At Work (In the Office);;;;;;
00:24:25;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:24:26;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:24:27;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:24:28;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:24:29;5;2,04E-01;1,02E+00;At Work (In the Office);;;;;;
00:24:30;5;1,99E-01;9,95E-01;At Work (In the Office);;;;;;
00:24:31;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:24:32;5;2,13E-01;1,07E+00;At Work (In the Office);;;;;;
00:24:33;5;1,94E-01;9,70E-01;At Work (In the Office);;;;;;
00:24:34;5;2,10E-01;1,05E+00;At Work (In the Office);;;;;;
00:24:35;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:24:36;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:24:37;5;2,05E-01;1,03E+00;At Work (In the Office);;;;;;
00:24:38;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:24:39;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:24:40;5;1,97E-01;9,85E-01;At Work (In the Office);;;;;;
00:24:41;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:24:42;5;2,31E-01;1,16E+00;At Work (In the Office);;;;;;
00:24:43;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:24:44;5;2,03E-01;1,02E+00;At Work (In the Office);;;;;;
00:24:45;5;2,07E-01;1,04E+00;At Work (In the Office);;;;;;
00:24:46;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:24:47;5;2,08E-01;1,04E+00;At Work (In the Office);;;;;;
00:24:48;5;1,96E-01;9,80E-01;At Work (In the Office);;;;;;
00:24:49;5;2,02E-01;1,01E+00;At Work (In the Office);;;;;;
00:24:50;5;2,28E-01;1,14E+00;At Work (In the Office);;;;;;
00:24:51;5;1,99E-01;9,95E-01;At Work (In the Office);;;;;;
00:24:52;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:24:53;5;2,15E-01;1,08E+00;At Work (In the Office);;;;;;
00:24:54;5;2,32E-01;1,16E+00;At Work (In the Office);;;;;;
00:24:55;5;2,35E-01;1,18E+00;At Work (In the Office);;;;;;
00:24:56;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:24:57;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:24:58;5;2,32E-01;1,16E+00;At Work (In the Office);;;;;;
00:24:59;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:25:00;5;1,99E-01;9,95E-01;At Work (In the Office);;;;;;
00:25:01;5;1,99E-01;9,95E-01;At Work (In the Office);;;;;;
00:25:02;5;2,03E-01;1,02E+00;At Work (In the Office);;;;;;
00:25:03;5;2,00E-01;1,00E+00;At Work (In the Office);;;;;;
00:25:04;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:25:05;5;2,00E-01;1,00E+00;At Work (In the Office);;;;;;
00:25:06;5;2,32E-01;1,16E+00;At Work (In the Office);;;;;;
00:25:07;5;1,97E-01;9,85E-01;At Work (In the Office);;;;;;
00:25:08;5;2,11E-01;1,06E+00;At Work (In the Office);;;;;;
00:25:09;5;1,97E-01;9,85E-01;At Work (In the Office);;;;;;
00:25:10;5;2,01E-01;1,01E+00;At Work (In the Office);;;;;;
00:25:11;5;2,03E-01;1,02E+00;At Work (In the Office);;;;;;
00:25:12;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:25:13;5;2,02E-01;1,01E+00;At Work (In the Office);;;;;;
00:25:14;5;2,00E-01;1,00E+00;At Work (In the Office);;;;;;
00:25:15;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:25:16;5;2,09E-01;1,05E+00;At Work (In the Office);;;;;;
00:25:17;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:25:18;5;2,01E-01;1,01E+00;At Work (In the Office);;;;;;
00:25:19;5;2,06E-01;1,03E+00;At Work (In the Office);;;;;;
00:25:20;5;2,02E-01;1,01E+00;At Work (In the Office);;;;;;
00:25:21;5;2,04E-01;1,02E+00;At Work (In the Office);;;;;;
00:25:22;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:25:23;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:25:24;5;2,26E-01;1,13E+00;At Work (In the Office);;;;;;
00:25:25;5;2,01E-01;1,01E+00;At Work (In the Office);;;;;;
00:25:26;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:25:27;5;2,07E-01;1,04E+00;At Work (In the Office);;;;;;
00:25:28;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:25:29;5;2,07E-01;1,04E+00;At Work (In the Office);;;;;;
00:25:30;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:25:31;5;1,94E-01;9,70E-01;At Work (In the Office);;;;;;
00:25:32;5;2,26E-01;1,13E+00;At Work (In the Office);;;;;;
00:25:33;5;1,99E-01;9,95E-01;At Work (In the Office);;;;;;
00:25:34;5;2,01E-01;1,01E+00;At Work (In the Office);;;;;;
00:25:35;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:25:36;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:25:37;5;2,03E-01;1,02E+00;At Work (In the Office);;;;;;
00:25:38;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:25:39;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:25:40;5;2,12E-01;1,06E+00;At Work (In the Office);;;;;;
00:25:41;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:25:42;5;2,10E-01;1,05E+00;At Work (In the Office);;;;;;
00:25:43;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:25:44;5;2,01E-01;1,01E+00;At Work (In the Office);;;;;;
00:25:45;5;2,09E-01;1,05E+00;At Work (In the Office);;;;;;
00:25:46;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:25:47;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:25:48;5;2,29E-01;1,15E+00;At Work (In the Office);;;;;;
00:25:49;5;2,03E-01;1,02E+00;At Work (In the Office);;;;;;
00:25:50;5;2,04E-01;1,02E+00;At Work (In the Office);;;;;;
00:25:51;5;2,29E-01;1,15E+00;At Work (In the Office);;;;;;
00:25:52;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:25:53;5;2,09E-01;1,05E+00;At Work (In the Office);;;;;;
00:25:54;5;2,34E-01;1,17E+00;At Work (In the Office);;;;;;
00:25:55;5;2,33E-01;1,17E+00;At Work (In the Office);;;;;;
00:25:56;5;2,02E-01;1,01E+00;At Work (In the Office);;;;;;
00:25:57;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:25:58;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:25:59;5;2,01E-01;1,01E+00;At Work (In the Office);;;;;;
00:26:00;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:26:01;5;2,06E-01;1,03E+00;At Work (In the Office);;;;;;
00:26:02;5;1,96E-01;9,80E-01;At Work (In the Office);;;;;;
00:26:03;5;2,08E-01;1,04E+00;At Work (In the Office);;;;;;
00:26:04;5;2,00E-01;1,00E+00;At Work (In the Office);;;;;;
00:26:05;5;1,94E-01;9,70E-01;At Work (In the Office);;;;;;
00:26:06;5;2,12E-01;1,06E+00;At Work (In the Office);;;;;;
00:26:07;5;1,96E-01;9,80E-01;At Work (In the Office);;;;;;
00:26:08;5;2,01E-01;1,01E+00;At Work (In the Office);;;;;;
00:26:09;5;2,01E-01;1,01E+00;At Work (In the Office);;;;;;
00:26:10;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:26:11;5;2,00E-01;1,00E+00;At Work (In the Office);;;;;;
00:26:12;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:26:13;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:26:14;5;2,27E-01;1,14E+00;At Work (In the Office);;;;;;
00:26:15;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:26:16;5;2,12E-01;1,06E+00;At Work (In the Office);;;;;;
00:26:17;5;2,30E-01;1,15E+00;At Work (In the Office);;;;;;
00:26:18;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:26:19;5;2,02E-01;1,01E+00;At Work (In the Office);;;;;;
00:26:20;5;1,97E-01;9,85E-01;At Work (In the Office);;;;;;
00:26:21;5;1,99E-01;9,95E-01;At Work (In the Office);;;;;;
00:26:22;5;1,96E-01;9,80E-01;At Work (In the Office);;;;;;
00:26:23;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:26:24;5;2,07E-01;1,04E+00;At Work (In the Office);;;;;;
00:26:25;5;2,02E-01;1,01E+00;At Work (In the Office);;;;;;
00:26:26;5;2,02E-01;1,01E+00;At Work (In the Office);;;;;;
00:26:27;5;2,07E-01;1,04E+00;At Work (In the Office);;;;;;
00:26:28;5;1,99E-01;9,95E-01;At Work (In the Office);;;;;;
00:26:29;5;2,05E-01;1,03E+00;At Work (In the Office);;;;;;
00:26:30;5;2,01E-01;1,01E+00;At Work (In the Office);;;;;;
00:26:31;5;1,97E-01;9,85E-01;At Work (In the Office);;;;;;
00:26:32;5;2,31E-01;1,16E+00;At Work (In the Office);;;;;;
00:26:33;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:26:34;5;1,97E-01;9,85E-01;At Work (In the Office);;;;;;
00:26:35;5;2,07E-01;1,04E+00;At Work (In the Office);;;;;;
00:26:36;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:26:37;5;2,10E-01;1,05E+00;At Work (In the Office);;;;;;
00:26:38;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:26:39;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:26:40;5;2,07E-01;1,04E+00;At Work (In the Office);;;;;;
00:26:41;5;1,96E-01;9,80E-01;At Work (In the Office);;;;;;
00:26:42;5;2,03E-01;1,02E+00;At Work (In the Office);;;;;;
00:26:43;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:26:44;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:26:45;5;2,02E-01;1,01E+00;At Work (In the Office);;;;;;
00:26:46;5;1,94E-01;9,70E-01;At Work (In the Office);;;;;;
00:26:47;5;1,97E-01;9,85E-01;At Work (In the Office);;;;;;
00:26:48;5;2,05E-01;1,03E+00;At Work (In the Office);;;;;;
00:26:49;5;1,97E-01;9,85E-01;At Work (In the Office);;;;;;
00:26:50;5;2,13E-01;1,07E+00;At Work (In the Office);;;;;;
00:26:51;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:26:52;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:26:53;5;2,04E-01;1,02E+00;At Work (In the Office);;;;;;
00:26:54;5;2,01E-01;1,01E+00;At Work (In the Office);;;;;;
00:26:55;5;2,38E-01;1,19E+00;At Work (In the Office);;;;;;
00:26:56;5;2,26E-01;1,13E+00;At Work (In the Office);;;;;;
00:26:57;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:26:58;5;2,04E-01;1,02E+00;At Work (In the Office);;;;;;
00:26:59;5;1,99E-01;9,95E-01;At Work (In the Office);;;;;;
00:27:00;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:27:01;5;2,07E-01;1,04E+00;At Work (In the Office);;;;;;
00:27:02;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:27:03;5;2,06E-01;1,03E+00;At Work (In the Office);;;;;;
00:27:04;5;1,99E-01;9,95E-01;At Work (In the Office);;;;;;
00:27:05;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:27:06;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:27:07;5;2,01E-01;1,01E+00;At Work (In the Office);;;;;;
00:27:08;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:27:09;5;2,34E-01;1,17E+00;At Work (In the Office);;;;;;
00:27:10;5;2,00E-01;1,00E+00;At Work (In the Office);;;;;;
00:27:11;5;2,43E-01;1,22E+00;At Work (In the Office);;;;;;
00:27:12;5;2,00E-01;1,00E+00;At Work (In the Office);;;;;;
00:27:13;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:27:14;5;2,07E-01;1,04E+00;At Work (In the Office);;;;;;
00:27:15;5;1,97E-01;9,85E-01;At Work (In the Office);;;;;;
00:27:16;5;2,00E-01;1,00E+00;At Work (In the Office);;;;;;
00:27:17;5;1,97E-01;9,85E-01;At Work (In the Office);;;;;;
00:27:18;5;1,97E-01;9,85E-01;At Work (In the Office);;;;;;
00:27:19;5;1,99E-01;9,95E-01;At Work (In the Office);;;;;;
00:27:20;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:27:21;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:27:22;5;2,04E-01;1,02E+00;At Work (In the Office);;;;;;
00:27:23;5;2,00E-01;1,00E+00;At Work (In the Office);;;;;;
00:27:24;5;2,10E-01;1,05E+00;At Work (In the Office);;;;;;
00:27:25;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:27:26;5;2,01E-01;1,01E+00;At Work (In the Office);;;;;;
00:27:27;5;2,02E-01;1,01E+00;At Work (In the Office);;;;;;
00:27:28;5;1,99E-01;9,95E-01;At Work (In the Office);;;;;;
00:27:29;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:27:30;5;2,31E-01;1,16E+00;At Work (In the Office);;;;;;
00:27:31;5;2,01E-01;1,01E+00;At Work (In the Office);;;;;;
00:27:32;5;2,41E-01;1,21E+00;At Work (In the Office);;;;;;
00:27:33;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:27:34;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:27:35;5;2,10E-01;1,05E+00;At Work (In the Office);;;;;;
00:27:36;5;1,99E-01;9,95E-01;At Work (In the Office);;;;;;
00:27:37;5;2,03E-01;1,02E+00;At Work (In the Office);;;;;;
00:27:38;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:27:39;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:27:40;5;2,00E-01;1,00E+00;At Work (In the Office);;;;;;
00:27:41;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:27:42;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:27:43;5;2,08E-01;1,04E+00;At Work (In the Office);;;;;;
00:27:44;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:27:45;5;2,10E-01;1,05E+00;At Work (In the Office);;;;;;
00:27:46;5;1,97E-01;9,85E-01;At Work (In the Office);;;;;;
00:27:47;5;1,96E-01;9,80E-01;At Work (In the Office);;;;;;
00:27:48;5;2,11E-01;1,06E+00;At Work (In the Office);;;;;;
00:27:49;5;1,94E-01;9,70E-01;At Work (In the Office);;;;;;
00:27:50;5;2,04E-01;1,02E+00;At Work (In the Office);;;;;;
00:27:51;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:27:52;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:27:53;5;2,01E-01;1,01E+00;At Work (In the Office);;;;;;
00:27:54;5;1,97E-01;9,85E-01;At Work (In the Office);;;;;;
00:27:55;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:27:56;5;2,29E-01;1,15E+00;At Work (In the Office);;;;;;
00:27:57;5;2,32E-01;1,16E+00;At Work (In the Office);;;;;;
00:27:58;5;2,10E-01;1,05E+00;At Work (In the Office);;;;;;
00:27:59;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:28:00;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:28:01;5;2,05E-01;1,03E+00;At Work (In the Office);;;;;;
00:28:02;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:28:03;5;2,27E-01;1,14E+00;At Work (In the Office);;;;;;
00:28:04;5;2,31E-01;1,16E+00;At Work (In the Office);;;;;;
00:28:05;5;1,99E-01;9,95E-01;At Work (In the Office);;;;;;
00:28:06;5;2,03E-01;1,02E+00;At Work (In the Office);;;;;;
00:28:07;5;2,01E-01;1,01E+00;At Work (In the Office);;;;;;
00:28:08;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:28:09;5;2,11E-01;1,06E+00;At Work (In the Office);;;;;;
00:28:10;5;2,01E-01;1,01E+00;At Work (In the Office);;;;;;
00:28:11;5;2,07E-01;1,04E+00;At Work (In the Office);;;;;;
00:28:12;5;2,18E-01;1,09E+00;At Work (In the Office);;;;;;
00:28:13;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:28:14;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:28:15;5;1,97E-01;9,85E-01;At Work (In the Office);;;;;;
00:28:16;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:28:17;5;2,02E-01;1,01E+00;At Work (In the Office);;;;;;
00:28:18;5;1,94E-01;9,70E-01;At Work (In the Office);;;;;;
00:28:19;5;2,24E-01;1,12E+00;At Work (In the Office);;;;;;
00:28:20;5;2,00E-01;1,00E+00;At Work (In the Office);;;;;;
00:28:21;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:28:22;5;2,11E-01;1,06E+00;At Work (In the Office);;;;;;
00:28:23;5;1,96E-01;9,80E-01;At Work (In the Office);;;;;;
00:28:24;5;2,01E-01;1,01E+00;At Work (In the Office);;;;;;
00:28:25;5;1,96E-01;9,80E-01;At Work (In the Office);;;;;;
00:28:26;5;2,11E-01;1,06E+00;At Work (In the Office);;;;;;
00:28:27;5;2,09E-01;1,05E+00;At Work (In the Office);;;;;;
00:28:28;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:28:29;5;1,99E-01;9,95E-01;At Work (In the Office);;;;;;
00:28:30;5;2,07E-01;1,04E+00;At Work (In the Office);;;;;;
00:28:31;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:28:32;5;2,11E-01;1,06E+00;At Work (In the Office);;;;;;
00:28:33;5;2,22E-01;1,11E+00;At Work (In the Office);;;;;;
00:28:34;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:28:35;5;2,03E-01;1,02E+00;At Work (In the Office);;;;;;
00:28:36;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:28:37;5;2,32E-01;1,16E+00;At Work (In the Office);;;;;;
00:28:38;5;2,29E-01;1,15E+00;At Work (In the Office);;;;;;
00:28:39;5;2,07E-01;1,04E+00;At Work (In the Office);;;;;;
00:28:40;5;2,09E-01;1,05E+00;At Work (In the Office);;;;;;
00:28:41;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:28:42;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:28:43;5;2,10E-01;1,05E+00;At Work (In the Office);;;;;;
00:28:44;5;1,99E-01;9,95E-01;At Work (In the Office);;;;;;
00:28:45;5;2,05E-01;1,03E+00;At Work (In the Office);;;;;;
00:28:46;5;2,16E-01;1,08E+00;At Work (In the Office);;;;;;
00:28:47;5;1,99E-01;9,95E-01;At Work (In the Office);;;;;;
00:28:48;5;2,07E-01;1,04E+00;At Work (In the Office);;;;;;
00:28:49;5;1,95E-01;9,75E-01;At Work (In the Office);;;;;;
00:28:50;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:28:51;5;2,05E-01;1,03E+00;At Work (In the Office);;;;;;
00:28:52;5;1,97E-01;9,85E-01;At Work (In the Office);;;;;;
00:28:53;5;2,33E-01;1,17E+00;At Work (In the Office);;;;;;
00:28:54;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:28:55;5;2,01E-01;1,01E+00;At Work (In the Office);;;;;;
00:28:56;5;2,42E-01;1,21E+00;At Work (In the Office);;;;;;
00:28:57;5;2,30E-01;1,15E+00;At Work (In the Office);;;;;;
00:28:58;5;2,14E-01;1,07E+00;At Work (In the Office);;;;;;
00:28:59;5;1,96E-01;9,80E-01;At Work (In the Office);;;;;;
00:29:00;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:29:01;5;2,32E-01;1,16E+00;At Work (In the Office);;;;;;
00:29:02;5;1,97E-01;9,85E-01;At Work (In the Office);;;;;;
00:29:03;5;2,00E-01;1,00E+00;At Work (In the Office);;;;;;
00:29:04;5;2,06E-01;1,03E+00;At Work (In the Office);;;;;;
00:29:05;5;2,01E-01;1,01E+00;At Work (In the Office);;;;;;
00:29:06;5;2,08E-01;1,04E+00;At Work (In the Office);;;;;;
00:29:07;5;1,98E-01;9,90E-01;At Work (In the Office);;;;;;
00:29:08;5;2,02E-01;1,01E+00;At Work (In the Office);;;;;;
00:29:09;5;2,07E-01;1,04E+00;At Work (In the Office);;;;;;
